"Carrera","Ciclo","Nro_Curos","Dispositivo_principal","Nro_dispositivos_dia","Modelo_dispositivo_principal","Marca_disp_principal","Horas_uso_dispo_dia","Nro_carga_dia","Satisfaccion","tipo_de_uso","Bateria_dispo_pricipal","Eficiencia_energetica","Consumo_energia_dia"
"Ingenieria Mecánica",3,5,"Celular",2,"Galaxy A34","Samsung",5,2,4,"Estudios",5000,2,10000
"Ingenieria Civil",6,7,"Laptop",2,"Lenovo IdeaPad Slim 3i","Lenovo",8,2,4,"Estudios, Investigación",4230,3.78250591016548,8460
"Ingenieria Mecánica",7,5,"Laptop",3,"ROG Zephyrus G14 GA401IV_GA401IV","Asus",4,2,4,"Estudios, Entretenimiento",6841,1.16941967548604,13682
"Ingenieria Electrónica",9,7,"Celular",3,"Redmi note 9S","Xiaomi",10,3,4,"Estudios, Entretenimiento",5000,6,15000
"Ingenieria Mecatrónica",6,5,"Laptop",2,"TUF Gaming A15 FA507NV_FA507NV","HP",5,1,5,"Estudios, Investigación, Entretenimiento",8101,0.617207752129367,8101
"Ingenieria Industrial",5,5,"Laptop",3,"HP Pavilion 360 14""","HP",10,2,4,"Estudios, Entretenimiento",3690,5.42005420054201,7380
"Ciencias de la computación",3,5,"Laptop",3,"Galaxy Tab S6 Lite","Samsung",3,1,5,"Estudios",7040,0.426136363636364,7040
"Ciencias de la computación",2,6,"Laptop",2,"Dell G17","DELL",6,3,5,"Estudios, Investigación",3780,4.76190476190476,11340
"Ingenieria Civil",4,6,"Laptop",2,"ASUS TUF Dash F15 FX517ZE_FX517ZE","Asus",5,2,3,"Estudios, Investigación, Entretenimiento",6841,1.46177459435755,13682
"Ingenieria de la Energía",3,6,"Laptop",3,"Asus tuf dash f15","Asus",8,1,5,"Estudios, Entretenimiento",6841,1.16941967548604,6841
"Ingenieria de la Energía",3,6,"Celular",3,"iPhone 14 Plus","Apple",3,1,5,"Estudios, Entretenimiento",3279,0.914913083257091,3279
"Ingenieria de la Energía",3,5,"Tablet",3,"Asus TUF Das F15","Asus",4,1,4,"Estudios, Entretenimiento",6841,0.58470983774302,6841
"Ingenieria de la Energía",3,5,"Celular",3,"Samsung A53","Samsung",6,2,4,"Estudios, Entretenimiento, Otros",5000,2.4,10000
"Ciencias de la computación",3,6,"Laptop",2,"HP ProBook 450 G8 Notebook PC","HP",5.5,2,4,"Estudios, Entretenimiento",3690,2.9810298102981,7380
"Ciencias de la computación",3,5,"Laptop",2,"ASUS TUF Gaming A15 FA507RE_FA507RE","Asus",4,3,3,"Estudios, Investigación, Entretenimiento, Otros",4320,2.77777777777778,12960
"Ciencias de la computación",3,5,"Laptop",2,"Samsung A21","Samsung",5,2,4,"Estudios, Entretenimiento",5000,2,10000
"Ciencias de la computación",4,5,"Celular",3,"Redmi Note 9","Xiaomi",3.5,3,4,"Estudios, Entretenimiento",5020,2.09163346613546,15060
"Bioingenieria",7,7,"Laptop",3,"HP Pavilion gaming laptop 15-dk 1 xxx","HP",6,2,4,"Estudios, Investigación, Entretenimiento",3690,3.2520325203252,7380
"Ciencias de la computación",4,6,"Celular",3,"HP Laptop 15-dy2xxx","HP",6,2,3,"Estudios, Investigación, Entretenimiento",3690,3.2520325203252,7380
"Ingenieria Civil",1,7,"Laptop",2,"82N6 Lenovo","Lenovo",6,4,3,"Estudios, Entretenimiento",3870,6.2015503875969,15480
"Bioingenieria",1,7,"Laptop",3,"MacBook Air","Apple",7,2,4,"Estudios, Investigación, Entretenimiento",4734,2.95732995352767,9468
"Bioingenieria",1,7,"Tablet",3,"iPad(séptima generación)","Apple",1.5,2,4,"Estudios, Entretenimiento",8134,0.368822227686255,16268
"Ingenieria Industrial",6,6,"Laptop",2,"lenovo ideapad flex 5 ryzen 4","Lenovo",8,2,5,"Estudios, Entretenimiento",4050,3.95061728395062,8100
"Ingenieria Mecatrónica",6,5,"Celular",2,"Galaxy A10s","Samsung",5,2,4,"Estudios, Entretenimiento",4000,2.5,8000
"Ciencias de la computación",4,6,"Laptop",3,"tuf gaming f15","Asus",8,8,4,"Estudios",4320,14.8148148148148,34560
"Ingenieria Industrial",4,7,"Celular",4,"Honor X8","Honor",6.5,4,4,"Estudios, Investigación, Entretenimiento",5000,5.2,20000
"Ciencias de la computación",7,6,"Laptop",3,"MacBook Pro 2020","Apple",6,2,4,"Estudios, Investigación, Entretenimiento",5239,2.29051345676656,10478
"Ingenieria Mecánica",1,7,"Celular",3,"Poco x4 pro","POCO",10,4,5,"Estudios, Investigación, Entretenimiento",5000,8,20000
"Ingenieria Mecánica",1,7,"Tablet",4,"Xiaomi pad 6","Xiaomi",5,4,5,"Entretenimiento",8840,2.26244343891403,35360
"Ingenieria Mecatrónica",3,4,"Celular",3,"Redmi note 10 pro","Xiaomi",6,6,5,"Estudios, Investigación, Entretenimiento",5020,7.17131474103586,30120
"Ciencias de la computación",3,4,"Celular",2,"iPhone 15 Pro","Apple",10,10,2,"Estudios, Investigación, Entretenimiento",3290,30.3951367781155,32900
"Ingenieria Química",3,4,"Celular",2,"Samsung 5 FE","Samsung",4,2,5,"Estudios, Investigación, Entretenimiento, Otros",4500,1.77777777777778,9000
"Ingenieria Civil",6,6,"Tablet",3,"Galaxy S6 lite","Samsung",4,1,5,"Estudios",7040,0.568181818181818,7040
"Ingenieria Mecatrónica",8,4,"Celular",5,"Galaxy S20 FE 5G","Samsung",3,1,4,"Estudios, Entretenimiento",4500,0.666666666666667,4500
"Ingenieria Mecatrónica",9,5,"Laptop",3,"Lenovo ThinkBook","Lenovo",12,2,3,"Estudios, Investigación",3950,6.07594936708861,7900
"Ingenieria Mecatrónica",10,5,"Laptop",3,"Ideapad gaming 315ach6","Lenovo",10,3,3,"Estudios, Investigación, Entretenimiento",3150,9.52380952380952,9450
"Ciencias de la computación",4,6,"Laptop",2,"82K2","Lenovo",6,10,5,"Estudios, Investigación, Entretenimiento",5401,11.1090538789113,54010
"Ingenieria Civil",4,7,"Celular",2,"Samsung A2","Samsung",4,2,3,"Estudios",2600,3.07692307692308,5200
"Bioingenieria",6,5,"Celular",2,"Samsung S23","Samsung",5,1,5,"Estudios, Entretenimiento",3785,1.32100396301189,3785
"Ingenieria Civil",6,4,"Laptop",2,"LG Gram","LG",5,2,5,"Estudios, Entretenimiento",7201,1.38869601444244,14402
"Ingenieria Civil",5,8,"Laptop",3,"Acer nitro 5","Acer",5,3,5,"Estudios",3220,4.6583850931677,9660
"Ingenieria Civil",4,7,"Celular",2,"Redmi note 10s","Xiaomi",8,2,4,"Estudios, Entretenimiento",5000,3.2,10000
"Ingenieria Mecatrónica",1,6,"Laptop",2,"82XV","Lenovo",5,3,3,"Estudios, Investigación, Entretenimiento",5401,2.77726346972783,16203
"Ciencias de la computación",3,5,"Laptop",2,"MSI GF65 Thin 10SDR","MSI",8,3,3,"Estudios, Entretenimiento, Otros",4500,5.33333333333333,13500
"Bioingenieria",8,5,"Celular",3,"Iphone 13","Apple",8,1,3,"Estudios, Investigación, Entretenimiento, Otros",3227,2.47908273938643,3227
"Ciencias de la computación",1,6,"Celular",2,"Redmi note 11","Xiaomi",9,2,4,"Estudios, Entretenimiento",5000,3.6,10000
"Ciencias de la computación",1,6,"Tablet",3,"Ipad pro 11","Apple",3,2,4,"Estudios, Investigación, Entretenimiento",7538,0.795967100026532,15076
"Ingenieria Industrial",1,6,"Celular",3,"Galaxy A54 5G","Samsung",8,1,5,"Estudios, Investigación, Entretenimiento",5000,1.6,5000
"Ciencias de la computación",5,6,"Laptop",3,"MacBook Pro","Apple",4,1,5,"Estudios, Investigación, Entretenimiento",5239,0.763504485588853,5239
"Ingenieria Civil",6,7,"Laptop",4,"AsusTuff gaming","Asus",12,5,4,"Estudios, Entretenimiento",4320,13.8888888888889,21600
"Ingenieria Electrónica",7,4,"Celular",2,"Honor X8","Honor",3,1,4,"Estudios, Investigación, Entretenimiento",4000,0.75,4000
"Ingenieria Química",4,5,"Celular",2,"iPhone 13","Apple",4,2,4,"Estudios, Investigación",3227,2.47908273938643,6454
"Ingenieria Ambiental",5,5,"Tablet",3,"IPad 11","Apple",5,2,4,"Estudios",7600,1.31578947368421,15200
"Ciencias de la computación",1,7,"Celular",2,"Iphone11","Apple",7,2,4,"Estudios, Investigación, Entretenimiento",3110,4.5016077170418,6220
"Ingenieria Mecánica",3,5,"Celular",2,"iPhone 13","Apple",9,2,3,"Estudios, Entretenimiento",32277,0.557672646156706,64554
"Ingenieria Industrial",1,7,"Laptop",2,"HP Victus 15","HP",4,1,3,"Estudios, Entretenimiento, Otros",4725,0.846560846560847,4725
"Ingenieria Industrial",1,7,"Celular",2,"Xiaomi redmi note 10s","Xiaomi",6,2,4,"Estudios, Investigación, Entretenimiento",5000,2.4,10000
"Ingenieria Industrial",1,7,"Celular",2,"Samsung A32","Samsung",6,1,5,"Estudios, Investigación, Entretenimiento",5000,1.2,5000
"Ingenieria Civil",4,5,"Tablet",3,"IPad Air 5ta Generación","Apple",6,2,4,"Estudios, Investigación",2916,4.11522633744856,5832
"Ingenieria Mecánica",1,4,"Celular",2,"SM-G781B","Samsung",1.1,2,4,"Estudios, Investigación, Entretenimiento",4500,0.488888888888889,9000
"Ciencias de la computación",2,5,"Celular",3,"ASUS","Samsung",12,3,4,"Estudios, Investigación, Entretenimiento",6400,5.625,19200
"Ciencias de la computación",3,6,"Celular",3,"IPHONE 13","Apple",4,1,4,"Estudios, Investigación, Entretenimiento",3240,1.23456790123457,3240
"Ciencias de la computación",3,6,"Laptop",2,"ASPIRE A315-24P","Acer",6,2,3,"Estudios, Investigación, Entretenimiento",3634,3.30214639515685,7268
"Ciencias de la computación",3,5,"Laptop",2,"G5 5500","DELL",5,4,3,"Estudios",2437.5,8.2051282051282,9750
"Ingenieria Ambiental",5,4,"Celular",2,"HONORX8A","Honor",6.1,2,4,"Estudios, Investigación, Entretenimiento",6000,2.03333333333333,12000
"Ciencias de la computación",5,5,"Laptop",2,"G5 5505","Samsung",3,2,5,"Estudios",2925,2.05128205128205,5850
"Ingenieria Química",6,5,"Laptop",2,"82C5","Lenovo",7,5,3,"Estudios, Investigación, Otros",2730,12.8205128205128,13650
"Ingenieria Civil",6,5,"Laptop",3,"NITRO AN515-55","Acer",14,5,5,"Estudios, Investigación, Entretenimiento, Otros",5460,12.8205128205128,27300
"Ingenieria Ambiental",2,4,"Tablet",3,"SAMSUNG TAB S6 LITE","Honor",5,1,5,"Estudios, Investigación, Entretenimiento",8750,0.571428571428571,8750
"Ciencias de la computación",3,6,"Laptop",2,"ASUS TUF GAMING A15 FA507RE_FA507RE","Asus",8,3,3,"Estudios, Investigación, Entretenimiento",5200,4.61538461538461,15600
"Ingenieria Ambiental",9,4,"Laptop",2,"NITRO AN515-55","Acer",5,2,4,"Estudios",4875,2.05128205128205,9750
"Ingenieria Química",6,6,"Laptop",2,"MSINFO32","HP",6,2,4,"Entretenimiento",5850,2.05128205128205,11700
"Ingenieria Civil",4,7,"Laptop",2,"NITRO5","Acer",6,3,4,"Estudios",3900,4.61538461538461,11700
"Ingenieria Civil",4,6,"Laptop",2,"VICTUS HP","Samsung",4,2,4,"Estudios, Investigación, Entretenimiento",3900,2.05128205128205,7800
"Ingenieria de la Energía",8,6,"Laptop",3,"IPHONE 14 PLUS","Apple",4,2,5,"Estudios, Otros",3900,2.05128205128205,7800
"Ciencias de la computación",2,6,"Laptop",2,"LENOVO IDEAPAD GAMING 3","Lenovo",6,3,3,"Estudios, Entretenimiento",3900,4.61538461538461,11700
"Ingenieria Industrial",2,6,"Laptop",2,"MICROSOFT WINDOWS 11 - LENOVO 82K1","Samsung",16,10,4,"Estudios, Investigación, Entretenimiento",3120,51.2820512820513,31200
"Ingenieria Mecatronica",4,6,"Laptop",2,"ASUS TUF DASH F15 FX517ZR_FX517ZR","Asus",4,2,4,"Estudios",3900,2.05128205128205,7800
"Ingenieria Civil",4,7,"Tablet",3,"GALAXY TAB S9","Samsung",10,2,4,"Estudios, Investigación, Entretenimiento",8750,2.28571428571429,17500
"Bioingenieria",2,7,"Laptop",3,"MSINFO32","Samsung",6,3,3,"Estudios",3900,4.61538461538461,11700
"Ingenieria Mecatronica",3,4,"Celular",3,"HP LAPTOP 15-EF2XXX","Samsung",2,4,2,"Estudios, Entretenimiento",800,10,3200
"Ingenieria Civil",5,6,"Celular",3,"MICROSOFT WINDOWS 11","Apple",5,3,4,"Estudios",2667,5.62429696287964,8001
"Ingenieria Ambiental",6,5,"Laptop",2,"HP PAVILION GAMING","HP",8,5,5,"Estudios, Investigación, Entretenimiento",3120,12.8205128205128,15600
"Ciencias de la computación",8,6,"Laptop",2,"LENOVO_MT_81YK_BU_IDEA_FM_IDEAPAD 5 15IIL05","Lenovo",12,3,3,"Estudios, Investigación, Entretenimiento, Otros",7800,4.61538461538461,23400
"Ciencias de la computación",5,6,"Laptop",3,"HP PROBOOK 450 G5","Samsung",6,3,4,"Estudios, Investigación, Entretenimiento",3900,4.61538461538461,11700
"Ciencia de Datos",3,5,"Laptop",3,"LENOVO LEGIÓN SLIM 7I","Lenovo",8,3,3,"Estudios, Entretenimiento",5200,4.61538461538461,15600
"Ingenieria Electrónica",7,6,"Laptop",2,"IPHONE 13","Apple",5,2,5,"Estudios, Investigación, Entretenimiento",4875,2.05128205128205,9750
"Ingenieria Industrial",5,7,"Celular",2,"motorola edge 50 ultra","MOTOROLA",2,7,2,"Investigación",4.5,3111.11111111111,31.5
"Bioingenieria",4,6,"Tablet",3,"HP PAVILION GAMING LAPTOP 15","Samsung",7,1,5,"Estudios, Investigación, Otros",12250,0.571428571428571,12250
"Bioingenieria",7,5,"Laptop",3,"INSPIRON 5502","DELL",7,3,4,"Estudios, Entretenimiento",4550,4.61538461538461,13650
"Ingenieria de la Energía",7,4,"Laptop",2,"MICROSOFT WINDOWS 10 PRO","HP",4,3,4,"Estudios, Entretenimiento",2600,4.61538461538461,7800
"Ingenieria Química",4,4,"Laptop",3,"MACBOOK AIR 13","Apple",7.26,2,5,"Estudios, Investigación, Entretenimiento",1919.5,7.56446991404011,3839
"Ingenieria Mecatronica",7,4,"Laptop",2,"DELL G16 7630","Apple",10,3,3,"Estudios, Investigación, Entretenimiento",975,30.7692307692308,2925
"Ingenieria Industrial",5,6,"Celular",3,"NITRO AN515-58","Samsung",4,1,3,"Estudios, Entretenimiento",6400,0.625,6400
"Ingenieria de la Energía",6,6,"Celular",2,"LENOVO IDEAPAD 320 CORE I5","Samsung",4,2,3,"Investigación, Entretenimiento",3200,2.5,6400
"Ingenieria Civil",7,5,"Laptop",3,"LENOVO IDEAPAD 3","Apple",3,4,2,"Estudios, Entretenimiento",1904.1,6.30219001102883,7616.4
"Ingenieria de la Energía",5,4,"Tablet",4,"MACBOOK AIR M1","Apple",5.13,1,5,"Investigación, Entretenimiento",1924.7,2.66535044422507,1924.7
"Ingenieria Civil",7,7,"Celular",2,"MSINFO33",NA,8,10,5,"Estudios, Investigación, Entretenimiento",640,125,6400
"Ingenieria Civil",2,6,"Celular",2,"ACER NITRO AN515-58","Samsung",3,2,4,"Estudios, Entretenimiento",2400,2.5,4800
"Ingenieria Civil",2,6,"Laptop",3,"ASUS TUF DASH F15 FX517ZC_FX517ZC","Asus",5,3,2,"Estudios, Investigación, Entretenimiento",3250,4.61538461538461,9750
"Ingenieria Ambiental",4,6,"Laptop",2,"HP LAPTOP 15-DY2XXX","HP",7,3,3,"Estudios, Investigación",4550,4.61538461538461,13650
"Ingenieria Mecánica",10,3,"Laptop",2,"ASUS TUF GAMING F15","Apple",8,2,3,"Estudios, Investigación, Entretenimiento",7800,2.05128205128205,15600
"Ciencias de la computación",5,6,"Laptop",2,"SAMSUNG S23 ULTRA","Samsung",5,1,5,"Entretenimiento",9750,0.512820512820513,9750
"Bioingenieria",5,5,"Laptop",2,"ASPIRE A515-54G","Acer",6,1,4,"Estudios, Investigación, Entretenimiento",11700,0.512820512820513,11700
"Ingenieria Mecatronica",5,5,"Laptop",2,"ASUS TUF DASH F15 FX516PC","Asus",6,1,4,"Estudios, Investigación, Entretenimiento",11700,0.512820512820513,11700
"Ingenieria Civil",8,7,"Laptop",4,"IPHONE 13","Apple",3,1,5,"Estudios, Investigación, Entretenimiento, Otros",5850,0.512820512820513,5850
"Ingenieria Mecánica",6,6,"Celular",3,"IPHONE 12","Apple",6,1,4,"Estudios",9600,0.625,9600
"Ingenieria Mecánica",7,5,"Celular",2,"IPHONE 13","Apple",1.1,2,4,"Estudios",2000,1.1,4000
"Ingenieria Industrial",8,4,"Celular",4,"CONTROL","Samsung",4.1,2,4,"Estudios, Otros",4480,1.83035714285714,8960
"Ingenieria Civil",8,7,"Laptop",2,"BOHK-WAX9X","Huawei",9,3,5,"Estudios, Investigación",5850,4.61538461538461,17550
"Ingenieria Industrial",6,7,"Laptop",2,"MICROSOFT WINDOWS 11 PRO","Samsung",2.1,4,4,"Estudios, Entretenimiento",1706,4.92379835873388,6824
"Ingenieria Industrial",5,5,"Laptop",3,"HP PAVILION 360","HP",8,2,3,"Estudios, Entretenimiento",7800,2.05128205128205,15600
"Ingenieria Ambiental",2,5,"Tablet",3,"PHONE13","Apple",2.1,1,4,"Estudios, Investigación, Entretenimiento",6125,0.342857142857143,6125
"Ingenieria Civil",6,6,"Laptop",2,"RELAMI-C11","HP",10,8,2,"Estudios, Entretenimiento",5850,13.6752136752137,46800
"Ingenieria Civil",6,6,"Laptop",3,"SM-A54","Samsung",3,1,3,"Estudios, Entretenimiento",5850,0.512820512820513,5850
"Ingenieria Química",1,8,"Laptop",3,"IPHONEXR","Apple",3,2,5,"Estudios, Investigación, Entretenimiento",2925,2.05128205128205,5850
"Ingenieria Ambiental",4,6,"Laptop",3,"QUE BIEN","HP",4,3,3,"Estudios",2600,4.61538461538461,7800
"Ingenieria Mecatronica",5,5,"Laptop",2,"X515EA_X515EA","Asus",2.1,2,4,"Estudios, Investigación",1909.4,2.19964386718341,3818.8
"Ingenieria Mecánica",1,7,"Tablet",5,"XIAOMI PAD 6","Xiaomi",5,4,5,"Estudios, Entretenimiento",2187.5,9.14285714285714,8750
"Ingenieria Civil",4,6,"Celular",2,"Oppo A18","OPPO",3,2,4,"Estudios",5000,1.2,10000
"Ingenieria Mecánica",1,7,"Celular",3,"POCO X4 PRO","Xiaomi",10,3,5,"Estudios, Investigación, Entretenimiento",5,6000,15
"Ingenieria Mecánica",1,6,"Celular",2,"XIAOMI 11 PRO MAX","Xiaomi",3,2,3,"Otros",2400,2.5,4800
"Ingenieria Mecatronica",1,7,"Laptop",2,"HP ENVY X360  CONVERTIBLE 15M-EU0XXX","HP",6,2,2,"Estudios, Investigación, Entretenimiento",5850,2.05128205128205,11700
"Ingenieria Industrial",6,6,"Laptop",2,"HP PAVILION LAPTOP 15-EH0XXX","HP",6,2,4,"Estudios, Investigación, Entretenimiento, Otros",5850,2.05128205128205,11700
"Ciencias de la computación",3,6,"Celular",2,"IPHONE XS","Apple",4,1,4,"Estudios, Investigación, Entretenimiento",6400,0.625,6400
"Ciencias de la computación",4,6,"Laptop",2,"GALAXY A12","HP",5,2,3,"Estudios, Investigación, Entretenimiento",4875,2.05128205128205,9750
"Ciencias de la computación",4,7,"Celular",3,"GALAXY A12","Samsung",10,4,3,"Estudios, Entretenimiento",4000,10,16000
"Ciencias de la computación",4,6,"Laptop",2,"ROG STRIX G713QE_G713QE","Asus",3,1,4,"Estudios, Entretenimiento",5850,0.512820512820513,5850
"Ciencias de la computación",7,4,"Laptop",2,"NONE",NA,8,3,4,"Estudios, Investigación, Otros",5200,4.61538461538461,15600
"Ingenieria Civil",6,7,"Laptop",3,"SM-A515F","Samsung",3,3,3,"Entretenimiento",1950,4.61538461538461,5850
"Ingenieria Civil",5,6,"Celular",2,"TELEFONO","Apple",1,2,5,"Estudios, Investigación",800,2.5,1600
"Ingenieria Industrial",3,5,"Celular",2,"MOTO G(9) PLUS","MOTOROLA",6,2,5,"Estudios, Entretenimiento",4800,2.5,9600
"Ingenieria Civil",4,7,"Celular",2,"PC","Asus",6,3,4,"Estudios, Entretenimiento",3200,5.625,9600
"Ingenieria Civil",4,7,"Tablet",2,"MSINFO32","Apple",3,1,5,"Estudios",5250,0.571428571428571,5250
"Ingenieria Civil",3,7,"Laptop",7,"MSINFO32","Samsung",2.1,5,4,"Estudios",1326,7.9185520361991,6630
"Ingenieria Civil",4,7,"Laptop",2,"MSINFI32","Apple",8,2,5,"Estudios, Investigación, Entretenimiento",7800,2.05128205128205,15600
"Ingenieria Industrial",6,4,"Laptop",2,"ASUS TUF GAMING F15 FX506LH_FX506LH","Apple",2.1,2,4,"Estudios, Entretenimiento",1909.5,2.19952867242734,3819
"Ingenieria Civil",7,7,"Laptop",2,"MODELO DEL SISTEMA	82K1","Lenovo",3.1,5,3,"Estudios, Entretenimiento",1755,8.83190883190883,8775
"Ciencias de la computación",4,4,"Laptop",3,"LISTO","Lenovo",7,5,4,"Estudios, Investigación, Entretenimiento",2730,12.8205128205128,13650
"Ingenieria Mecatronica",5,2,"Laptop",3,"HP PAVILION GAMING LAPTOP 15","Samsung",5,5,4,"Estudios, Investigación, Entretenimiento, Otros",1950,12.8205128205128,9750
"Ciencias de la computación",6,4,"Celular",2,"DESKTOP","VASTEC",4,1,5,"Estudios, Investigación, Entretenimiento",6400,0.625,6400
"Ciencia de Datos",3,2,"Celular",2,"MSINFO21","Samsung",5,3,5,"Estudios, Entretenimiento",2.667,5624.29696287964,8.001
"Ingenieria Civil",4,7,"Celular",2,"MICROSOFT WINDOWS 11 HOME SINGLE LANGUAGE","HP",15,2,3,"Estudios",12000,2.5,24000
"Ciencias de la computación",3,6,"Laptop",3,"SM A556E","Samsung",3,2,5,"Estudios",2925,2.05128205128205,5850
"Ingenieria Química",6,6,"Celular",3,"IPHONE 12","Apple",3,1,3,"Estudios, Entretenimiento",4800,0.625,4800
"Ingenieria Química",6,6,"Laptop",3,"ASUS","Asus",2,4,3,"Estudios, Investigación",975,8.2051282051282,3900
"Ciencias de la computación",1,5,"Laptop",3,"ASUS TUF DASH F15","Asus",4,4,5,"Estudios",1950,8.2051282051282,7800
"Ingenieria Industrial",6,5,"Laptop",2,"20JNS4TN00","Lenovo",6,5,2,"Estudios",2340,12.8205128205128,11700
"Ingenieria Industrial",6,5,"Laptop",2,"DESKTOP-VMH8M42","DELL",6,4,3,"Estudios, Investigación",2925,8.2051282051282,11700
"Ciencias de la computación",4,6,"Laptop",2,"ASUS VIVOBOOK","Asus",12,3,4,"Estudios, Entretenimiento",7800,4.61538461538461,23400
"Ingenieria Química",4,6,"Laptop",3,"ASUS","Samsung",6,4,4,"Estudios, Entretenimiento",2925,8.2051282051282,11700
"Ciencias de la computación",5,4,"Laptop",3,"LENOVO 82LN","Lenovo",4,2,4,"Estudios, Investigación, Entretenimiento",3900,2.05128205128205,7800
"Ingenieria Ambiental",3,4,"Laptop",5,"IPHONE 13","Apple",1.1,3,3,"Estudios",1625,2.03076923076923,4875
"Ingenieria Mecatronica",10,2,"Laptop",5,"TUF Gaming","Asus",5,2,3,"Estudios, Entretenimiento",4875,2.05128205128205,9750
"Ingenieria Mecatrónica",10,2,"Celular",4,"SM-S921U1","Samsung",5,1,5,"Estudios, Entretenimiento, Otros",8000,0.625,8000
"Ingenieria Mecatronica",3,5,"Laptop",3,"82S9","Lenovo",2.1,3,5,"Estudios, Entretenimiento",2275,2.76923076923077,6825
"Ingenieria Electrónica",9,4,"Laptop",3,"POCO X3 NFC","Xiaomi",6,2,5,"Estudios, Entretenimiento",5850,2.05128205128205,11700
"Ingenieria Electrónica",9,4,"Celular",3,"MUI GLOBAL 13.0.15","Xiaomi",8,1,4,"Estudios, Entretenimiento",12800,0.625,12800
"Ingenieria Civil",6,7,"Laptop",2,"LENOVO CORE I5","Lenovo",8,2,4,"Estudios",7800,2.05128205128205,15600
"Ingenieria Civil",6,6,"Laptop",2,"HP PAVILION GAMING LAPTOP 15-DK1XXX","HP",6,3,4,"Estudios",3900,4.61538461538461,11700
"Ingenieria Civil",6,6,"Laptop",3,"ASUS TUF GAMING F15 FX506LI_FX506LI","Asus",5,4,2,"Estudios, Investigación, Entretenimiento",2437.5,8.2051282051282,9750
"Ingenieria Industrial",5,7,"Laptop",2,"HP","Xiaomi",4,2,4,"Investigación",3900,2.05128205128205,7800
"Ingenieria Ambiental",9,4,"Laptop",2,"ASUS","Asus",6,4,4,"Estudios, Investigación, Entretenimiento",2925,8.2051282051282,11700
"Ciencia de Datos",7,4,"Laptop",4,"XIAOMI REDMI NOTE 11","HP",3,3,4,"Estudios, Investigación",1950,4.61538461538461,5850
"Ciencias de la computación",7,5,"Laptop",3,"REDMI NOTE 11 PRO","Xiaomi",8,1,3,"Entretenimiento, Otros",15600,0.512820512820513,15600
"Ingenieria Mecatronica",6,5,"Laptop",2,"ROG STRIX G513RC_G513RC","Asus",5,2,5,"Estudios, Investigación, Entretenimiento",4875,2.05128205128205,9750
"Bioingenieria",3,4,"Celular",2,"MSI","Huawei",3,6,2,"Estudios, Entretenimiento, Otros",800,22.5,4800
"Ingenieria Mecatronica",3,6,"Celular",2,"S23","Samsung",12,2,5,"Estudios, Entretenimiento",9600,2.5,19200
"Ingenieria Industrial",6,6,"Celular",3,"MSINFO32","Samsung",8,1,4,"Estudios, Otros",12800,0.625,12800
"Ingenieria Industrial",6,4,"Celular",2,"RYZEN","HP",1.1,3,4,"Estudios, Entretenimiento",1334,2.47376311844078,4002
"Ingenieria Ambiental",4,6,"Laptop",3,"ASPIRE A315-57G","Acer",6,3,3,"Estudios, Investigación, Entretenimiento",3900,4.61538461538461,11700
"Ingenieria Industrial",6,6,"Laptop",2,"DESKOT","Lenovo",8,3,4,"Estudios, Investigación, Entretenimiento",5200,4.61538461538461,15600
"Ingenieria Mecánica",8,5,"Laptop",3,"JFJFJFJ","HP",5,3,4,"Estudios, Investigación, Entretenimiento",3250,4.61538461538461,9750
"Ingenieria Ambiental",5,7,"Laptop",3,"LATITUDE 3450","DELL",12,10,4,"Estudios, Investigación",2340,51.2820512820513,23400
"Ingenieria Industrial",1,6,"Laptop",2,"MSINFO32","Xiaomi",5,2,4,"Estudios, Investigación",4875,2.05128205128205,9750
"Ingenieria Civil",4,6,"Laptop",3,"MSINFO32","HP",5,5,3,"Estudios, Entretenimiento",1950,12.8205128205128,9750
"Bioingenieria",4,6,"Tablet",3,"TAB S6","Samsung",6,1,5,"Estudios",10500,0.571428571428571,10500
"Ciencia de Datos",5,6,"Celular",2,"MOTOG(50)","MOTOROLA",8,2,3,"Investigación",6400,2.5,12800
"Ciencias de la computación",5,4,"Laptop",2,"MACBOOK PRO","Apple",6,1,4,"Estudios, Entretenimiento",11700,0.512820512820513,11700
"Ingenieria Mecatronica",4,5,"Laptop",2,"MACBOOK AIR (M1, 2020)","Apple",6,2,4,"Estudios, Investigación",5850,2.05128205128205,11700
